case_type,query_index,query_path,query_pid,query_camera_id,true_path,true_pid,true_camera_id,true_visual_similarity,true_semantic_adjustment,true_effective_semantic_adjustment,true_quality_scale,true_final_score,false_path,false_pid,false_camera_id,false_visual_similarity,false_semantic_adjustment,false_effective_semantic_adjustment,false_quality_scale,false_final_score,true_minus_false_visual_gap
reachable_not_corrected,411,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0247_c2_f0100111.jpg,247,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0247_c4_f0074929.jpg,247,3,0.7318309545516968,0.07692307692307693,0.07692307692307693,0.7698530766791032,0.7356771230697632,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0321_c2_f0104853.jpg,321,1,0.7453751564025879,0.1111111111111111,0.1111111111111111,0.703195297046576,0.7509307265281677,-0.013544201850891113
reachable_not_corrected,450,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0268_c3_f0072158.jpg,268,2,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0268_c4_f0066893.jpg,268,3,0.7613875865936279,0.6296296296296297,0.6296296296296297,0.7590105115447514,0.7928690910339355,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\2454_c3_f0053409.jpg,2454,2,0.7737913131713867,0.6296296296296297,0.6296296296296297,0.7537104357171941,0.8052728176116943,-0.012403726577758789
reachable_not_corrected,569,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0334_c2_f0109556.jpg,334,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0334_c5_f0114763.jpg,334,4,0.8758114576339722,0.6296296296296297,0.6296296296296297,0.7634283731381097,0.9072929620742798,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0459_c8_f0080309.jpg,459,7,0.8791302442550659,0.7777777777777778,0.7777777777777778,0.7634283731381097,0.9180191159248352,-0.00331878662109375
reachable_not_corrected,570,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0334_c5_f0117157.jpg,334,4,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0334_c1_f0106098.jpg,334,0,0.8745324611663818,0.4074074074074074,0.4074074074074074,0.7818657875796895,0.8949028253555298,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0459_c8_f0080309.jpg,459,7,0.8900294899940491,0.6296296296296297,0.6296296296296297,0.7818657875796895,0.9215109944343567,-0.015497028827667236
reachable_not_corrected,573,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0337_c2_f0110519.jpg,337,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0337_c1_f0106259.jpg,337,0,0.7900593280792236,-0.18518518518518517,-0.18518518518518517,0.7634296436460666,0.7808000445365906,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\3618_c6_f0127417.jpg,3618,5,0.8093974590301514,0.037037037037037035,0.037037037037037035,0.7634296436460666,0.811249315738678,-0.019338130950927734
reachable_not_corrected,575,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0340_c8_f0062658.jpg,340,7,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0340_c1_f0106239.jpg,340,0,0.7455718517303467,-0.18518518518518517,-0.18518518518518517,0.7775313221746021,0.7363125681877136,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0460_c8_f0081296.jpg,460,7,0.7515720725059509,-0.18518518518518517,-0.18518518518518517,0.7860953580174181,0.7423127889633179,-0.006000220775604248
reachable_not_corrected,589,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0346_c6_f0083673.jpg,346,5,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0346_c7_f0088687.jpg,346,6,0.8373702168464661,0.5555555555555556,0.5555555555555556,0.7761036921430516,0.8651480078697205,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0262_c6_f0074442.jpg,262,5,0.8524913191795349,0.7037037037037037,0.7037037037037037,0.787259580489294,0.887676477432251,-0.015121102333068848
reachable_not_corrected,591,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0347_c1_f0106817.jpg,347,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0347_c8_f0068984.jpg,347,7,0.8002827167510986,0.037037037037037035,0.037037037037037035,0.7819120805664563,0.8021345734596252,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4717_c6_f0168451.jpg,4717,5,0.8023744821548462,0.8518518518518519,0.8518518518518519,0.8221140519888313,0.8449670672416687,-0.0020917654037475586
reachable_not_corrected,627,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0361_c2_f0108491.jpg,361,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0361_c5_f0110425.jpg,361,4,0.8508103489875793,0.037037037037037035,0.037037037037037035,0.7400007395004784,0.852662205696106,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0360_c2_f0108380.jpg,360,1,0.8662335872650146,0.25925925925925924,0.25925925925925924,0.7400007395004784,0.8791965246200562,-0.015423238277435303
reachable_not_corrected,645,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0371_c2_f0114084.jpg,371,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0371_c4_f0089190.jpg,371,3,0.7237304449081421,-0.5555555555555556,-0.5555555555555556,0.777307015363081,0.6959526538848877,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0455_c2_f0123943.jpg,455,1,0.7344522476196289,0.3333333333333333,0.3333333333333333,0.777307015363081,0.7511188983917236,-0.010721802711486816
reachable_not_corrected,647,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0371_c4_f0089070.jpg,371,3,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0371_c2_f0113964.jpg,371,1,0.7426034212112427,-0.5555555555555556,-0.5555555555555556,0.8017923277653294,0.7148256301879883,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0506_c8_f0086915.jpg,506,7,0.7458920478820801,0.18518518518518517,0.18518518518518517,0.8017923277653294,0.7551513314247131,-0.0032886266708374023
reachable_not_corrected,667,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0380_c2_f0111163.jpg,380,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0380_c5_f0113552.jpg,380,4,0.8061807155609131,0.48148148148148145,0.48148148148148145,0.7323437796146781,0.8302547931671143,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0261_c1_f0096619.jpg,261,0,0.8153207302093506,0.4074074074074074,0.4074074074074074,0.7616762981922538,0.8356910943984985,-0.0091400146484375
reachable_not_corrected,745,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0434_c4_f0089329.jpg,434,3,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0434_c3_f0094723.jpg,434,2,0.8248187899589539,0.8666666666666667,0.8666666666666667,0.774434539096223,0.8681521415710449,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0794_c6_f0188909.jpg,794,5,0.8351037502288818,0.8518518518518519,0.8518518518518519,0.7668679559856284,0.8776963353157043,-0.010284960269927979
reachable_not_corrected,747,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0442_c2_f0124749.jpg,442,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0442_c3_f0102089.jpg,442,2,0.7114699482917786,-0.48148148148148145,-0.48148148148148145,0.7106145072498439,0.6873958706855774,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4374_c6_f0088849.jpg,4374,5,0.723210334777832,0.18518518518518517,0.18518518518518517,0.7106145072498439,0.7324696183204651,-0.011740386486053467
reachable_not_corrected,766,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0459_c7_f0106449.jpg,459,6,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0459_c8_f0080549.jpg,459,7,0.8532214164733887,0.13333333333333333,0.13333333333333333,0.8195995962454212,0.8598880767822266,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0334_c5_f0116797.jpg,334,4,0.8658232688903809,0.6296296296296297,0.6296296296296297,0.8011267358046255,0.8973047733306885,-0.012601852416992188
reachable_not_corrected,767,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0459_c8_f0080189.jpg,459,7,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0459_c7_f0106209.jpg,459,6,0.8602820634841919,0.6296296296296297,0.6296296296296297,0.7988181759361868,0.8917635679244995,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0334_c5_f0116797.jpg,334,4,0.8696384429931641,0.8518518518518519,0.8518518518518519,0.7988181759361868,0.9122310280799866,-0.009356379508972168
reachable_not_corrected,803,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0486_c1_f0128066.jpg,486,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0486_c6_f0116907.jpg,486,5,0.798003077507019,0.18518518518518517,0.18518518518518517,0.7610140574291164,0.8072623610496521,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0587_c1_f0154086.jpg,587,0,0.8116496801376343,0.4074074074074074,0.4074074074074074,0.7610140574291164,0.8320200443267822,-0.013646602630615234
reachable_not_corrected,807,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0488_c1_f0128092.jpg,488,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0488_c2_f0128017.jpg,488,1,0.8504528999328613,0.8518518518518519,0.8518518518518519,0.7546876571796558,0.8930454850196838,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\2557_c7_f0085499.jpg,2557,6,0.8619202375411987,0.6666666666666666,0.6666666666666666,0.8003390886717372,0.895253598690033,-0.011467337608337402
reachable_not_corrected,844,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0509_c2_f0131630.jpg,509,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0509_c4_f0100816.jpg,509,3,0.8319790363311768,0.6666666666666666,0.6666666666666666,0.8332338636948002,0.865312397480011,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\3335_c6_f0028276.jpg,3335,5,0.8481415510177612,0.8518518518518519,0.8518518518518519,0.7941041965359523,0.8907341361045837,-0.016162514686584473
reachable_not_corrected,846,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0509_c4_f0100696.jpg,509,3,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0509_c2_f0131030.jpg,509,1,0.8448160886764526,-0.1111111111111111,-0.1111111111111111,0.7836199436382747,0.8392605185508728,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\5867_c8_f0009644.jpg,5867,7,0.851443350315094,0.8518518518518519,0.8518518518518519,0.8183952199640097,0.8940359354019165,-0.006627261638641357
reachable_not_corrected,858,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0517_c2_f0131939.jpg,517,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0517_c1_f0132501.jpg,517,0,0.7592248916625977,-0.6296296296296297,-0.6296296296296297,0.7355409512365305,0.72774338722229,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0109_c2_f0075936.jpg,109,1,0.7686446309089661,0.0,0.0,0.7991627660062577,0.7686446309089661,-0.009419739246368408
reachable_not_corrected,897,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0542_c2_f0140711.jpg,542,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0542_c6_f0118349.jpg,542,5,0.8235822916030884,0.6666666666666666,0.6666666666666666,0.7987090819411806,0.8569156527519226,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0262_c6_f0074442.jpg,262,5,0.830001950263977,0.8,0.8,0.8029690391073623,0.8700019717216492,-0.006419658660888672
reachable_not_corrected,927,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0565_c2_f0150172.jpg,565,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0565_c5_f0152920.jpg,565,4,0.8416104912757874,0.7037037037037037,0.7037037037037037,0.8195147233244813,0.8767956495285034,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0434_c2_f0119416.jpg,434,1,0.8421117067337036,1.0,1.0,0.7511279261866469,0.8921117186546326,-0.0005012154579162598
reachable_not_corrected,929,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0565_c6_f0128638.jpg,565,5,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0565_c5_f0152800.jpg,565,4,0.8474850058555603,-0.18518518518518517,-0.18518518518518517,0.7448364141086736,0.8382257223129272,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0434_c2_f0119656.jpg,434,1,0.8370063304901123,0.8518518518518519,0.8518518518518519,0.7448364141086736,0.8795989155769348,0.010478675365447998
reachable_not_corrected,947,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0580_c2_f0158091.jpg,580,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0580_c1_f0153767.jpg,580,0,0.8454536199569702,-0.4074074074074074,-0.4074074074074074,0.7541513163734365,0.8250832557678223,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0027_c2_f0054758.jpg,27,1,0.8459008932113647,-0.037037037037037035,-0.037037037037037035,0.7538650805199587,0.8440490365028381,-0.00044727325439453125
reachable_not_corrected,963,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0586_c2_f0164318.jpg,586,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0586_c1_f0154264.jpg,586,0,0.7961856126785278,-0.18518518518518517,-0.18518518518518517,0.7258803112179408,0.7869263291358948,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0663_c2_f0171418.jpg,663,1,0.7876008749008179,0.5333333333333333,0.5333333333333333,0.8491482401887576,0.8142675161361694,0.008584737777709961
reachable_not_corrected,971,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0590_c1_f0155083.jpg,590,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0590_c5_f0163265.jpg,590,4,0.8284084796905518,0.037037037037037035,0.037037037037037035,0.7547027244612023,0.8302603363990784,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\3731_c7_f0170067.jpg,3731,6,0.833512008190155,0.25925925925925924,0.25925925925925924,0.7547027244612023,0.8464749455451965,-0.0051035284996032715
reachable_not_corrected,987,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0596_c1_f0156063.jpg,596,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0596_c6_f0143828.jpg,596,5,0.8205419778823853,0.6,0.6,0.8051790636446741,0.8505419492721558,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0766_c1_f0191357.jpg,766,0,0.829784631729126,0.6,0.6,0.8051790636446741,0.8597846031188965,-0.009242653846740723
reachable_not_corrected,1022,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0625_c2_f0163404.jpg,625,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0625_c6_f0147187.jpg,625,5,0.8547126054763794,0.8518518518518519,0.8518518518518519,0.8339184564388828,0.8973051905632019,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1328_c2_f0075253.jpg,1328,1,0.8743647336959839,1.0,1.0,0.825211275819643,0.9243647456169128,-0.019652128219604492
reachable_not_corrected,1051,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0644_c1_f0163732.jpg,644,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0644_c6_f0152921.jpg,644,5,0.7704610824584961,0.06666666666666667,0.06666666666666667,0.813515686823262,0.773794412612915,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0729_c5_f0214681.jpg,729,4,0.7868271470069885,0.4074074074074074,0.4074074074074074,0.7850196192202008,0.8071975111961365,-0.01636606454849243
reachable_not_corrected,1054,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0644_c6_f0153041.jpg,644,5,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0644_c5_f0173532.jpg,644,4,0.7833809852600098,-0.30434782608695654,-0.30434782608695654,0.7796920208674338,0.7681636214256287,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6143_c8_f0048416.jpg,6143,7,0.7829347848892212,0.6296296296296297,0.6296296296296297,0.7849031408443863,0.8144162893295288,0.0004462003707885742
reachable_not_corrected,1087,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0672_c1_f0169358.jpg,672,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0672_c5_f0178396.jpg,672,4,0.8506207466125488,0.037037037037037035,0.037037037037037035,0.716391992504582,0.8524726033210754,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0276_c1_f0098021.jpg,276,0,0.8588836193084717,0.6296296296296297,0.6296296296296297,0.716391992504582,0.8903651237487793,-0.008262872695922852
reachable_not_corrected,1092,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0674_c2_f0173604.jpg,674,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0674_c3_f0150919.jpg,674,2,0.8100306987762451,-0.7777777777777778,-0.7777777777777778,0.7227460204267206,0.7711418271064758,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4560_c6_f0128513.jpg,4560,5,0.8109655976295471,0.25925925925925924,0.25925925925925924,0.7227460204267206,0.8239285349845886,-0.000934898853302002
reachable_not_corrected,1116,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0688_c1_f0171728.jpg,688,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0688_c8_f0127401.jpg,688,7,0.8082060813903809,0.13333333333333333,0.13333333333333333,0.803580654081371,0.8148727416992188,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0329_c6_f0083028.jpg,329,5,0.8100800514221191,0.6296296296296297,0.6296296296296297,0.760300829767445,0.8415615558624268,-0.0018739700317382812
reachable_not_corrected,1120,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0690_c3_f0147795.jpg,690,2,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0690_c1_f0172354.jpg,690,0,0.7681719660758972,-0.4,-0.4,0.7696634379525978,0.7481719851493835,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1109_c3_f0147571.jpg,1109,2,0.7867989540100098,1.0,1.0,0.7946622758275932,0.8367989659309387,-0.01862698793411255
reachable_not_corrected,1127,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0693_c2_f0172472.jpg,693,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0693_c5_f0174116.jpg,693,4,0.84413743019104,0.4074074074074074,0.4074074074074074,0.76121925363938,0.864507794380188,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0468_c2_f0125319.jpg,468,1,0.8602163791656494,0.5555555555555556,0.5555555555555556,0.7604638271309712,0.8879941701889038,-0.016078948974609375
